"subject","group","task","run","BOLD","param","value","range"
"sub-control001","control","rest",1,"rest_run-1","SNR_voxel_value_range",NA," 0.0 - 13.666666666666666"
"sub-control001","control","rest",1,"rest_run-1","Mean",93.207640369862,NA
"sub-control001","control","rest",1,"rest_run-1","Mean_(mask)",466.506086966094,NA
"sub-control001","control","rest",1,"rest_run-1","SD",209.290019138118,NA
"sub-control001","control","rest",1,"rest_run-1","SD_(mask)",212.333328679255,NA
"sub-control001","control","rest",1,"rest_run-1","Min_Slice_SNR",356.26545921731,NA
"sub-control001","control","rest",1,"rest_run-1","Max_Slice_SNR",1207.60242769088,NA
"sub-control001","control","rest",1,"rest_run-1","Mean_voxel_SNR",706.318016326232,NA
"sub-control001","control","rest",1,"rest_run-1","Mean_absolute_Movement",0.436632107281033,NA
"sub-control001","control","rest",1,"rest_run-1","Max_absolute_Movement",1.13,NA
"sub-control001","control","rest",1,"rest_run-1","Max_relative_Movement",0.407272580952877,NA
"sub-control001","control","rest",1,"rest_run-1","Relative_movements_(>0.1mm)",24,NA
"sub-control001","control","rest",1,"rest_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-control001","control","rest",1,"rest_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control001","control","rest",2,"rest_run-2","SNR_voxel_MEAN",11.7182072599944,NA
"sub-control001","control","rest",2,"rest_run-2","SNR_voxel_STD",3.07942279664916,NA
"sub-control001","control","rest",2,"rest_run-2","SNR_voxel_value_range",NA," 0.0 - 13.443333333333333"
"sub-control001","control","rest",2,"rest_run-2","Mean",90.7345764710023,NA
"sub-control001","control","rest",2,"rest_run-2","Mean_(mask)",452.842209488682,NA
"sub-control001","control","rest",2,"rest_run-2","SD",200.654351792644,NA
"sub-control001","control","rest",2,"rest_run-2","SD_(mask)",192.261864835107,NA
"sub-control001","control","rest",2,"rest_run-2","Min_Slice_SNR",432.718713439811,NA
"sub-control001","control","rest",2,"rest_run-2","Max_Slice_SNR",1148.08776039288,NA
"sub-control001","control","rest",2,"rest_run-2","Mean_voxel_SNR",715.348763986657,NA
"sub-control001","control","rest",2,"rest_run-2","Mean_absolute_Movement",0.201318700568499,NA
"sub-control001","control","rest",2,"rest_run-2","Max_absolute_Movement",0.6792,NA
"sub-control001","control","rest",2,"rest_run-2","Max_relative_Movement",0.309534142841194,NA
"sub-control001","control","rest",2,"rest_run-2","Relative_movements_(>0.1mm)",59,NA
"sub-control001","control","rest",2,"rest_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control001","control","rest",2,"rest_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control002","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_MEAN",14.1514889884902,NA
"sub-control002","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_STD",3.83051159626747,NA
"sub-control002","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_value_range",NA," 0.0 - 17.275510204081634"
"sub-control002","control","magictrickwatching",1,"magictrickwatching_run-1","Mean",139.031528395049,NA
"sub-control002","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_(mask)",493.963479729148,NA
"sub-control002","control","magictrickwatching",1,"magictrickwatching_run-1","SD",254.328287389395,NA
"sub-control002","control","magictrickwatching",1,"magictrickwatching_run-1","SD_(mask)",233.4258187025,NA
"sub-control002","control","magictrickwatching",1,"magictrickwatching_run-1","Min_Slice_SNR",228.804191869744,NA
"sub-control002","control","magictrickwatching",1,"magictrickwatching_run-1","Max_Slice_SNR",648.738126520246,NA
"sub-control002","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_voxel_SNR",404.63444833976,NA
"sub-control002","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_absolute_Movement",0.235767769829939,NA
"sub-control002","control","magictrickwatching",1,"magictrickwatching_run-1","Max_absolute_Movement",0.6862,NA
"sub-control002","control","magictrickwatching",1,"magictrickwatching_run-1","Max_relative_Movement",0.272096830385916,NA
"sub-control002","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.1mm)",17,NA
"sub-control002","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-control002","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control002","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_MEAN",14.2783831511037,NA
"sub-control002","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_STD",3.87346004230681,NA
"sub-control002","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_value_range",NA," 0.0 - 17.487046632124354"
"sub-control002","control","magictrickwatching",2,"magictrickwatching_run-2","Mean",138.992877391286,NA
"sub-control002","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_(mask)",493.317296356069,NA
"sub-control002","control","magictrickwatching",2,"magictrickwatching_run-2","SD",254.257919176009,NA
"sub-control002","control","magictrickwatching",2,"magictrickwatching_run-2","SD_(mask)",233.77947247068,NA
"sub-control002","control","magictrickwatching",2,"magictrickwatching_run-2","Min_Slice_SNR",218.076255925427,NA
"sub-control002","control","magictrickwatching",2,"magictrickwatching_run-2","Max_Slice_SNR",625.009423156126,NA
"sub-control002","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_voxel_SNR",391.293042183917,NA
"sub-control002","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_absolute_Movement",0.176630139121891,NA
"sub-control002","control","magictrickwatching",2,"magictrickwatching_run-2","Max_absolute_Movement",0.759829089855731,NA
"sub-control002","control","magictrickwatching",2,"magictrickwatching_run-2","Max_relative_Movement",0.397411470679109,NA
"sub-control002","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.1mm)",25,NA
"sub-control002","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control002","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control002","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_MEAN",14.3620903219052,NA
"sub-control002","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_STD",3.89569494363059,NA
"sub-control002","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_value_range",NA," 0.0 - 17.62326869806094"
"sub-control002","control","magictrickwatching",3,"magictrickwatching_run-3","Mean",139.638325303884,NA
"sub-control002","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_(mask)",493.562223953502,NA
"sub-control002","control","magictrickwatching",3,"magictrickwatching_run-3","SD",254.85953540417,NA
"sub-control002","control","magictrickwatching",3,"magictrickwatching_run-3","SD_(mask)",234.305737092612,NA
"sub-control002","control","magictrickwatching",3,"magictrickwatching_run-3","Min_Slice_SNR",219.337898042834,NA
"sub-control002","control","magictrickwatching",3,"magictrickwatching_run-3","Max_Slice_SNR",623.435559127149,NA
"sub-control002","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_voxel_SNR",390.036172695539,NA
"sub-control002","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_absolute_Movement",0.268560448461848,NA
"sub-control002","control","magictrickwatching",3,"magictrickwatching_run-3","Max_absolute_Movement",0.792466746868025,NA
"sub-control002","control","magictrickwatching",3,"magictrickwatching_run-3","Max_relative_Movement",0.2578,NA
"sub-control002","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.1mm)",15,NA
"sub-control002","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.5mm)",0,NA
"sub-control002","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>voxelsize)",0,NA
"sub-control002","control","rest",1,"rest_run-1","SNR_voxel_MEAN",14.0646426309122,NA
"sub-control002","control","rest",1,"rest_run-1","SNR_voxel_STD",3.80493757454565,NA
"sub-control002","control","rest",1,"rest_run-1","SNR_voxel_value_range",NA," 0.0 - 17.16"
"sub-control002","control","rest",1,"rest_run-1","Mean",138.826790672508,NA
"sub-control002","control","rest",1,"rest_run-1","Mean_(mask)",495.279608757062,NA
"sub-control002","control","rest",1,"rest_run-1","SD",254.908510498655,NA
"sub-control002","control","rest",1,"rest_run-1","SD_(mask)",235.103132807201,NA
"sub-control002","control","rest",1,"rest_run-1","Min_Slice_SNR",226.424882036731,NA
"sub-control002","control","rest",1,"rest_run-1","Max_Slice_SNR",657.113443258086,NA
"sub-control002","control","rest",1,"rest_run-1","Mean_voxel_SNR",409.9826537511,NA
"sub-control002","control","rest",1,"rest_run-1","Mean_absolute_Movement",0.170566535449833,NA
"sub-control002","control","rest",1,"rest_run-1","Max_absolute_Movement",1.06054931997435,NA
"sub-control002","control","rest",1,"rest_run-1","Max_relative_Movement",0.526565835326689,NA
"sub-control002","control","rest",1,"rest_run-1","Relative_movements_(>0.1mm)",38,NA
"sub-control002","control","rest",1,"rest_run-1","Relative_movements_(>0.5mm)",1,NA
"sub-control002","control","rest",1,"rest_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control002","control","rest",2,"rest_run-2","SNR_voxel_MEAN",14.4068845016892,NA
"sub-control002","control","rest",2,"rest_run-2","SNR_voxel_STD",3.91176981147383,NA
"sub-control002","control","rest",2,"rest_run-2","SNR_voxel_value_range",NA," 0.0 - 17.686666666666667"
"sub-control002","control","rest",2,"rest_run-2","Mean",140.005616905968,NA
"sub-control002","control","rest",2,"rest_run-2","Mean_(mask)",494.537495707571,NA
"sub-control002","control","rest",2,"rest_run-2","SD",255.244913215921,NA
"sub-control002","control","rest",2,"rest_run-2","SD_(mask)",234.089501233564,NA
"sub-control002","control","rest",2,"rest_run-2","Min_Slice_SNR",217.007461148702,NA
"sub-control002","control","rest",2,"rest_run-2","Max_Slice_SNR",617.85730946856,NA
"sub-control002","control","rest",2,"rest_run-2","Mean_voxel_SNR",385.902360058677,NA
"sub-control002","control","rest",2,"rest_run-2","Mean_absolute_Movement",0.166132704254923,NA
"sub-control002","control","rest",2,"rest_run-2","Max_absolute_Movement",0.748920782030767,NA
"sub-control002","control","rest",2,"rest_run-2","Max_relative_Movement",0.542622864445037,NA
"sub-control002","control","rest",2,"rest_run-2","Relative_movements_(>0.1mm)",33,NA
"sub-control002","control","rest",2,"rest_run-2","Relative_movements_(>0.5mm)",1,NA
"sub-control002","control","rest",2,"rest_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control003","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_MEAN",13.5180396296486,NA
"sub-control003","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_STD",3.64674136113482,NA
"sub-control003","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_value_range",NA," 0.0 - 16.308707124010553"
"sub-control003","control","magictrickwatching",1,"magictrickwatching_run-1","Mean",166.655315517504,NA
"sub-control003","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_(mask)",570.830049661183,NA
"sub-control003","control","magictrickwatching",1,"magictrickwatching_run-1","SD",297.241820116085,NA
"sub-control003","control","magictrickwatching",1,"magictrickwatching_run-1","SD_(mask)",268.163724064555,NA
"sub-control003","control","magictrickwatching",1,"magictrickwatching_run-1","Min_Slice_SNR",321.209629238827,NA
"sub-control003","control","magictrickwatching",1,"magictrickwatching_run-1","Max_Slice_SNR",911.467600395849,NA
"sub-control003","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_voxel_SNR",526.210039104725,NA
"sub-control003","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_absolute_Movement",0.29890204818508,NA
"sub-control003","control","magictrickwatching",1,"magictrickwatching_run-1","Max_absolute_Movement",0.9851,NA
"sub-control003","control","magictrickwatching",1,"magictrickwatching_run-1","Max_relative_Movement",0.0690277719163757,NA
"sub-control003","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.1mm)",0,NA
"sub-control003","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-control003","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control003","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_MEAN",13.5792139061625,NA
"sub-control003","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_STD",3.66299911860804,NA
"sub-control003","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_value_range",NA," 0.0 - 16.38082901554404"
"sub-control003","control","magictrickwatching",2,"magictrickwatching_run-2","Mean",166.587388446094,NA
"sub-control003","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_(mask)",567.735993473709,NA
"sub-control003","control","magictrickwatching",2,"magictrickwatching_run-2","SD",296.523831593437,NA
"sub-control003","control","magictrickwatching",2,"magictrickwatching_run-2","SD_(mask)",268.160155420826,NA
"sub-control003","control","magictrickwatching",2,"magictrickwatching_run-2","Min_Slice_SNR",316.557659715253,NA
"sub-control003","control","magictrickwatching",2,"magictrickwatching_run-2","Max_Slice_SNR",906.989222036521,NA
"sub-control003","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_voxel_SNR",520.585301784775,NA
"sub-control003","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_absolute_Movement",0.216627842623509,NA
"sub-control003","control","magictrickwatching",2,"magictrickwatching_run-2","Max_absolute_Movement",0.7758,NA
"sub-control003","control","magictrickwatching",2,"magictrickwatching_run-2","Max_relative_Movement",0.0818559419185341,NA
"sub-control003","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.1mm)",0,NA
"sub-control003","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control003","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control003","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_MEAN",13.5552169241852,NA
"sub-control003","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_STD",3.65354477054098,NA
"sub-control003","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_value_range",NA," 0.0 - 16.310160427807485"
"sub-control003","control","magictrickwatching",3,"magictrickwatching_run-3","Mean",166.247068354153,NA
"sub-control003","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_(mask)",566.907627820097,NA
"sub-control003","control","magictrickwatching",3,"magictrickwatching_run-3","SD",295.658789203246,NA
"sub-control003","control","magictrickwatching",3,"magictrickwatching_run-3","SD_(mask)",266.359372369122,NA
"sub-control003","control","magictrickwatching",3,"magictrickwatching_run-3","Min_Slice_SNR",323.157693107217,NA
"sub-control003","control","magictrickwatching",3,"magictrickwatching_run-3","Max_Slice_SNR",924.032223920915,NA
"sub-control003","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_voxel_SNR",527.11282344548,NA
"sub-control003","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_absolute_Movement",0.319773166792299,NA
"sub-control003","control","magictrickwatching",3,"magictrickwatching_run-3","Max_absolute_Movement",0.9497,NA
"sub-control003","control","magictrickwatching",3,"magictrickwatching_run-3","Max_relative_Movement",0.0785,NA
"sub-control003","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.1mm)",0,NA
"sub-control003","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.5mm)",0,NA
"sub-control003","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>voxelsize)",0,NA
"sub-control003","control","rest",1,"rest_run-1","SNR_voxel_MEAN",13.3740838788007,NA
"sub-control003","control","rest",1,"rest_run-1","SNR_voxel_STD",3.60178024334492,NA
"sub-control003","control","rest",1,"rest_run-1","SNR_voxel_value_range",NA," 0.0 - 16.083333333333332"
"sub-control003","control","rest",1,"rest_run-1","Mean",164.572523864196,NA
"sub-control003","control","rest",1,"rest_run-1","Mean_(mask)",562.767551990493,NA
"sub-control003","control","rest",1,"rest_run-1","SD",293.248384263097,NA
"sub-control003","control","rest",1,"rest_run-1","SD_(mask)",264.525072015474,NA
"sub-control003","control","rest",1,"rest_run-1","Min_Slice_SNR",328.569237930683,NA
"sub-control003","control","rest",1,"rest_run-1","Max_Slice_SNR",942.978203649633,NA
"sub-control003","control","rest",1,"rest_run-1","Mean_voxel_SNR",534.936252944387,NA
"sub-control003","control","rest",1,"rest_run-1","Mean_absolute_Movement",0.321950366189989,NA
"sub-control003","control","rest",1,"rest_run-1","Max_absolute_Movement",1.6049,NA
"sub-control003","control","rest",1,"rest_run-1","Max_relative_Movement",0.0891,NA
"sub-control003","control","rest",1,"rest_run-1","Relative_movements_(>0.1mm)",0,NA
"sub-control003","control","rest",1,"rest_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-control003","control","rest",1,"rest_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control003","control","rest",2,"rest_run-2","SNR_voxel_MEAN",13.6139358108108,NA
"sub-control003","control","rest",2,"rest_run-2","SNR_voxel_STD",3.67944684978741,NA
"sub-control003","control","rest",2,"rest_run-2","SNR_voxel_value_range",NA," 0.0 - 16.413333333333334"
"sub-control003","control","rest",2,"rest_run-2","Mean",167.200257205448,NA
"sub-control003","control","rest",2,"rest_run-2","Mean_(mask)",569.773421626605,NA
"sub-control003","control","rest",2,"rest_run-2","SD",297.406930453766,NA
"sub-control003","control","rest",2,"rest_run-2","SD_(mask)",268.405072394974,NA
"sub-control003","control","rest",2,"rest_run-2","Min_Slice_SNR",310.97300841657,NA
"sub-control003","control","rest",2,"rest_run-2","Max_Slice_SNR",890.640012696587,NA
"sub-control003","control","rest",2,"rest_run-2","Mean_voxel_SNR",510.382798196833,NA
"sub-control003","control","rest",2,"rest_run-2","Mean_absolute_Movement",0.202111992186365,NA
"sub-control003","control","rest",2,"rest_run-2","Max_absolute_Movement",0.652,NA
"sub-control003","control","rest",2,"rest_run-2","Max_relative_Movement",0.0921533845053006,NA
"sub-control003","control","rest",2,"rest_run-2","Relative_movements_(>0.1mm)",0,NA
"sub-control003","control","rest",2,"rest_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control003","control","rest",2,"rest_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control007","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_MEAN",14.5519800464527,NA
"sub-control007","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_STD",3.97070926702989,NA
"sub-control007","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_value_range",NA," 0.0 - 18.071428571428573"
"sub-control007","control","magictrickwatching",1,"magictrickwatching_run-1","Mean",142.397134543165,NA
"sub-control007","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_(mask)",472.76048313805,NA
"sub-control007","control","magictrickwatching",1,"magictrickwatching_run-1","SD",246.525305581397,NA
"sub-control007","control","magictrickwatching",1,"magictrickwatching_run-1","SD_(mask)",213.518634030635,NA
"sub-control007","control","magictrickwatching",1,"magictrickwatching_run-1","Min_Slice_SNR",178.590871913745,NA
"sub-control007","control","magictrickwatching",1,"magictrickwatching_run-1","Max_Slice_SNR",479.493087659739,NA
"sub-control007","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_voxel_SNR",336.095196852768,NA
"sub-control007","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_absolute_Movement",0.315107431338335,NA
"sub-control007","control","magictrickwatching",1,"magictrickwatching_run-1","Max_absolute_Movement",1.0975,NA
"sub-control007","control","magictrickwatching",1,"magictrickwatching_run-1","Max_relative_Movement",0.1821,NA
"sub-control007","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.1mm)",15,NA
"sub-control007","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-control007","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control007","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_MEAN",14.357215011907,NA
"sub-control007","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_STD",3.91931416813569,NA
"sub-control007","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_value_range",NA," 0.0 - 17.837628865979383"
"sub-control007","control","magictrickwatching",2,"magictrickwatching_run-2","Mean",139.428019500503,NA
"sub-control007","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_(mask)",457.709032867049,NA
"sub-control007","control","magictrickwatching",2,"magictrickwatching_run-2","SD",239.746685257429,NA
"sub-control007","control","magictrickwatching",2,"magictrickwatching_run-2","SD_(mask)",207.383857409582,NA
"sub-control007","control","magictrickwatching",2,"magictrickwatching_run-2","Min_Slice_SNR",198.497326256376,NA
"sub-control007","control","magictrickwatching",2,"magictrickwatching_run-2","Max_Slice_SNR",454.120667186168,NA
"sub-control007","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_voxel_SNR",329.576274087283,NA
"sub-control007","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_absolute_Movement",0.175368047267057,NA
"sub-control007","control","magictrickwatching",2,"magictrickwatching_run-2","Max_absolute_Movement",1.2915,NA
"sub-control007","control","magictrickwatching",2,"magictrickwatching_run-2","Max_relative_Movement",0.294,NA
"sub-control007","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.1mm)",5,NA
"sub-control007","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control007","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control007","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_MEAN",14.1561118450706,NA
"sub-control007","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_STD",3.8563519997132,NA
"sub-control007","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_value_range",NA," 0.0 - 17.536159600997507"
"sub-control007","control","magictrickwatching",3,"magictrickwatching_run-3","Mean",136.504434335535,NA
"sub-control007","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_(mask)",447.995149907293,NA
"sub-control007","control","magictrickwatching",3,"magictrickwatching_run-3","SD",234.125808316166,NA
"sub-control007","control","magictrickwatching",3,"magictrickwatching_run-3","SD_(mask)",200.876011224402,NA
"sub-control007","control","magictrickwatching",3,"magictrickwatching_run-3","Min_Slice_SNR",214.497472285799,NA
"sub-control007","control","magictrickwatching",3,"magictrickwatching_run-3","Max_Slice_SNR",445.179670829313,NA
"sub-control007","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_voxel_SNR",334.944907558052,NA
"sub-control007","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_absolute_Movement",0.324329560691389,NA
"sub-control007","control","magictrickwatching",3,"magictrickwatching_run-3","Max_absolute_Movement",1.8872,NA
"sub-control007","control","magictrickwatching",3,"magictrickwatching_run-3","Max_relative_Movement",0.2197,NA
"sub-control007","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.1mm)",13,NA
"sub-control007","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.5mm)",0,NA
"sub-control007","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>voxelsize)",0,NA
"sub-control007","control","rest",1,"rest_run-1","SNR_voxel_MEAN",14.5061524317286,NA
"sub-control007","control","rest",1,"rest_run-1","SNR_voxel_STD",3.9558370086499,NA
"sub-control007","control","rest",1,"rest_run-1","SNR_voxel_value_range",NA," 0.0 - 18.01"
"sub-control007","control","rest",1,"rest_run-1","Mean",143.177956059086,NA
"sub-control007","control","rest",1,"rest_run-1","Mean_(mask)",474.137563567501,NA
"sub-control007","control","rest",1,"rest_run-1","SD",247.834510984022,NA
"sub-control007","control","rest",1,"rest_run-1","SD_(mask)",215.592212919272,NA
"sub-control007","control","rest",1,"rest_run-1","Min_Slice_SNR",177.128890794058,NA
"sub-control007","control","rest",1,"rest_run-1","Max_Slice_SNR",491.310786802443,NA
"sub-control007","control","rest",1,"rest_run-1","Mean_voxel_SNR",338.636470281602,NA
"sub-control007","control","rest",1,"rest_run-1","Mean_absolute_Movement",0.216681124276262,NA
"sub-control007","control","rest",1,"rest_run-1","Max_absolute_Movement",1.2213,NA
"sub-control007","control","rest",1,"rest_run-1","Max_relative_Movement",0.1978,NA
"sub-control007","control","rest",1,"rest_run-1","Relative_movements_(>0.1mm)",35,NA
"sub-control007","control","rest",1,"rest_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-control007","control","rest",1,"rest_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control007","control","rest",2,"rest_run-2","SNR_voxel_MEAN",14.0074200274493,NA
"sub-control007","control","rest",2,"rest_run-2","SNR_voxel_STD",3.81346184144089,NA
"sub-control007","control","rest",2,"rest_run-2","SNR_voxel_value_range",NA," 0.0 - 17.33"
"sub-control007","control","rest",2,"rest_run-2","Mean",135.643466510945,NA
"sub-control007","control","rest",2,"rest_run-2","Mean_(mask)",445.044243178686,NA
"sub-control007","control","rest",2,"rest_run-2","SD",232.205697121551,NA
"sub-control007","control","rest",2,"rest_run-2","SD_(mask)",198.020239041803,NA
"sub-control007","control","rest",2,"rest_run-2","Min_Slice_SNR",224.963043897097,NA
"sub-control007","control","rest",2,"rest_run-2","Max_Slice_SNR",445.22742374048,NA
"sub-control007","control","rest",2,"rest_run-2","Mean_voxel_SNR",340.663319450677,NA
"sub-control007","control","rest",2,"rest_run-2","Mean_absolute_Movement",0.199011660679663,NA
"sub-control007","control","rest",2,"rest_run-2","Max_absolute_Movement",0.9729,NA
"sub-control007","control","rest",2,"rest_run-2","Max_relative_Movement",0.1687,NA
"sub-control007","control","rest",2,"rest_run-2","Relative_movements_(>0.1mm)",27,NA
"sub-control007","control","rest",2,"rest_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control007","control","rest",2,"rest_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control009","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_MEAN",12.5591448941109,NA
"sub-control009","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_STD",3.32037657670453,NA
"sub-control009","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_value_range",NA," 0.0 - 14.665809768637532"
"sub-control009","control","magictrickwatching",1,"magictrickwatching_run-1","Mean",117.533174170088,NA
"sub-control009","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_(mask)",493.349608415045,NA
"sub-control009","control","magictrickwatching",1,"magictrickwatching_run-1","SD",233.836931252093,NA
"sub-control009","control","magictrickwatching",1,"magictrickwatching_run-1","SD_(mask)",210.02644075616,NA
"sub-control009","control","magictrickwatching",1,"magictrickwatching_run-1","Min_Slice_SNR",316.354279065269,NA
"sub-control009","control","magictrickwatching",1,"magictrickwatching_run-1","Max_Slice_SNR",1003.26233455216,NA
"sub-control009","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_voxel_SNR",650.697643270639,NA
"sub-control009","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_absolute_Movement",0.306351937950454,NA
"sub-control009","control","magictrickwatching",1,"magictrickwatching_run-1","Max_absolute_Movement",0.9685,NA
"sub-control009","control","magictrickwatching",1,"magictrickwatching_run-1","Max_relative_Movement",0.2166,NA
"sub-control009","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.1mm)",42,NA
"sub-control009","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-control009","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control009","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_MEAN",12.6422067601808,NA
"sub-control009","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_STD",3.34126009921497,NA
"sub-control009","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_value_range",NA," 0.0 - 14.759459459459459"
